"Description","added_date","agency_logo","agency_name","amenities","area","area_unit","bathrooms","bedrooms","city","contact_name","currency","external_id","latitude","location","longitude","phone_number","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","price","property_type","purpose","source","title","url"
"10 Marla Level | Heighted Location Plot for Sale","2026-03-16T15:43:38.000Z",,"Usman Estate","Possesion: Yes | Park Facing: Yes | Disputed: Yes | Balloted: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: available  | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): available  | Nearby Public Transport Service: Yes | Other Nearby Places: available  | Security Staff: Yes | Other Facilities: available","2450","sqft","0","0","Islamabad","M. Usman Safdar","PKR","53496104","33.67766","Park Enclave, Park Enclave 3","73.15306","+923135187147","https://media.zameen.com/thumbnails/291114294-800x600.webp","https://media.zameen.com/thumbnails/291114295-800x600.webp","https://media.zameen.com/thumbnails/291114296-800x600.webp","https://media.zameen.com/thumbnails/291114297-800x600.webp","https://media.zameen.com/thumbnails/291114298-800x600.webp","https://media.zameen.com/thumbnails/291114299-800x600.webp","https://media.zameen.com/thumbnails/291114300-800x600.webp","https://media.zameen.com/thumbnails/291114301-800x600.webp","https://media.zameen.com/thumbnails/291114302-800x600.webp","https://media.zameen.com/thumbnails/291114303-800x600.webp","https://media.zameen.com/thumbnails/291114304-800x600.webp","https://media.zameen.com/thumbnails/291114305-800x600.webp","https://media.zameen.com/thumbnails/291114306-800x600.webp","https://media.zameen.com/thumbnails/291114307-800x600.webp","https://media.zameen.com/thumbnails/291114308-800x600.webp","https://media.zameen.com/thumbnails/291114309-800x600.webp","https://media.zameen.com/thumbnails/291114310-800x600.webp","https://media.zameen.com/thumbnails/291114311-800x600.webp","https://media.zameen.com/thumbnails/291114313-800x600.webp","https://media.zameen.com/thumbnails/291114319-800x600.webp","https://media.zameen.com/thumbnails/291114320-800x600.webp","https://media.zameen.com/thumbnails/291114321-800x600.webp","https://media.zameen.com/thumbnails/291114322-800x600.webp","https://media.zameen.com/thumbnails/291114323-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,"23000000","residential plot","sale","zameen.com","10 Marla Level | Heighted Location Plot for Sale","https://www.zameen.com/Property/park_enclave_park_enclave_3_10_marla_level_heighted_location_plot_for_sale-53496104-17150-2.html"
"5 Marla Level Plot in I-12/3 Plot Series: 600 Call Us","2026-03-16T15:43:29.000Z",,"Usman Estate","Possesion: Yes | Corner: Yes | Park Facing: Yes | Disputed: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes  | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes | Other Facilities: Yes","1250","sqft","0","0","Islamabad","M. Usman Safdar","PKR","53508209","33.636692","I-12, I-12/3","73.00405","+923135187147","https://media.zameen.com/thumbnails/291397266-800x600.webp","https://media.zameen.com/thumbnails/291397267-800x600.webp","https://media.zameen.com/thumbnails/291397268-800x600.webp","https://media.zameen.com/thumbnails/291397269-800x600.webp","https://media.zameen.com/thumbnails/291397270-800x600.webp","https://media.zameen.com/thumbnails/291397271-800x600.webp","https://media.zameen.com/thumbnails/291397272-800x600.webp","https://media.zameen.com/thumbnails/291397273-800x600.webp","https://media.zameen.com/thumbnails/291397274-800x600.webp","https://media.zameen.com/thumbnails/291397275-800x600.webp","https://media.zameen.com/thumbnails/291397276-800x600.webp","https://media.zameen.com/thumbnails/291397277-800x600.webp","https://media.zameen.com/thumbnails/291397278-800x600.webp","https://media.zameen.com/thumbnails/291397279-800x600.webp","https://media.zameen.com/thumbnails/291397280-800x600.webp","https://media.zameen.com/thumbnails/291397281-800x600.webp","https://media.zameen.com/thumbnails/291397282-800x600.webp","https://media.zameen.com/thumbnails/291397283-800x600.webp","https://media.zameen.com/thumbnails/291397284-800x600.webp","https://media.zameen.com/thumbnails/291397285-800x600.webp","https://media.zameen.com/thumbnails/291397286-800x600.webp","https://media.zameen.com/thumbnails/291397287-800x600.webp","https://media.zameen.com/thumbnails/291397288-800x600.webp","https://media.zameen.com/thumbnails/291397289-800x600.webp","https://media.zameen.com/thumbnails/291397290-800x600.webp","https://media.zameen.com/thumbnails/291397291-800x600.webp","https://media.zameen.com/thumbnails/291397292-800x600.webp","https://media.zameen.com/thumbnails/291397293-800x600.webp","https://media.zameen.com/thumbnails/291397294-800x600.webp","https://media.zameen.com/thumbnails/291397295-800x600.webp","https://media.zameen.com/thumbnails/291397296-800x600.webp","https://media.zameen.com/thumbnails/291397297-800x600.webp","https://media.zameen.com/thumbnails/291397298-800x600.webp","https://media.zameen.com/thumbnails/291397299-800x600.webp",,,,,,,,,,,,,,,,,"13700000","residential plot","sale","zameen.com","5 Marla Level Plot In I-12/3","https://www.zameen.com/Property/i_12_i-12_3_5_marla_level_plot_in_i-12_3-53508209-13802-2.html"
"8 Maral Level Corner Plot on Main Boulevard Plot Series: 2050-E Size 30x60 Level Plot 1 Kannal Extra Land","2026-03-16T15:43:17.000Z",,"Usman Estate","Nearby Schools: 4 | Nearby Hospitals: 3 | Nearby Shopping Malls: 1 | Nearby Restaurants: 20 | Distance From Airport (kms): 7 | Nearby Public Transport Service: 2 | Other Nearby Places: Dolmen Mall | Security Staff: Yes | Other Facilities: Y","8","marla","0","0","Islamabad","M. Usman Safdar","PKR","53721022","33.594496","I-16, I-16/2","72.926595","+923135187147","https://media.zameen.com/thumbnails/293618382-800x600.webp","https://media.zameen.com/thumbnails/293618383-800x600.webp","https://media.zameen.com/thumbnails/293618384-800x600.webp","https://media.zameen.com/thumbnails/293618385-800x600.webp","https://media.zameen.com/thumbnails/293618386-800x600.webp","https://media.zameen.com/thumbnails/293618387-800x600.webp","https://media.zameen.com/thumbnails/293618388-800x600.webp","https://media.zameen.com/thumbnails/293618389-800x600.webp","https://media.zameen.com/thumbnails/293618390-800x600.webp","https://media.zameen.com/thumbnails/293618391-800x600.webp","https://media.zameen.com/thumbnails/293618392-800x600.webp","https://media.zameen.com/thumbnails/293618393-800x600.webp","https://media.zameen.com/thumbnails/293618394-800x600.webp","https://media.zameen.com/thumbnails/293618395-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16000000","residential plot","sale","zameen.com","8 Maral Level Corner Plot on Main boulevard | 1 Kannal Extra Land","https://www.zameen.com/Property/i_16_i-16_2_8_maral_level_corner_plot_on_main_boulevard_1_kannal_extra_land-53721022-3436-2.html"
"Gulberg Greens Block D 5 kanal Develope posesion farm house plot for sale","2026-03-16T15:05:38.000Z","https://media.zameen.com/thumbnails/79813553-120x90.webp","Linkers Developers and Builders","Possesion: true | Balloted: true | Sewerage: true | Electricity: true | Water Supply: true | Security Staff: true","5","kanal","0","0","Islamabad","Ali Abbas","PKR","53949017","33.61612","Gulberg, Gulberg Greens, Gulberg Greens - Block D","73.179746","+923345555414","https://media.zameen.com/thumbnails/295432609-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85000000","residential plot","sale","zameen.com","Gulberg Islamabad 5 kanal Develope posesion farm house plot for sale","https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_d_gulberg_islamabad_5_kanal_develope_posesion_farm_house_plot_for_sale-53949017-8316-2.html"
"Sector F-14 in Islamabad is a high-potential residential development project primarily managed by the Federal Government Employees Housing Authority (FGEHA) as part of its Phase VII housing scheme. fgeha Key Details and Development Status Location: Situated in the western part of Islamabad (Zone 1), bordering G-13 and G-14, and located near NUST University and the Srinagar Highway. Official Launch: Infrastructure development was formally inaugurated on February 16, 2026, by the Federal Minister for Housing & Works. Development Agency: The contract for construction and infrastructure (roads, sewerage, water supply) has been awarded to the National Logistics Cell (NLC), with work currently in progress on-site. Plot Categories: Available sizes include: 10 Marla (3570) 14 Marla (4080) 1 Kanal (5090). Facebook Facebook Market and Investment Legal Status: After a period of legal uncertainty, the Supreme Court of Pakistan ruled in favor of FGEHA, allowing development and allotment to proceed. Pricing (Estimated): As of March 2026, residential plots are listed at approximately:","2026-03-16T14:50:10.000Z","https://media.zameen.com/thumbnails/20472367-120x90.webp","Serene Properties","Possesion: Yes | Corner: Yes | Park Facing: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: yes  | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): ... | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: Yes | Other Facilities: yes","3200","sqft","0","0","Islamabad","Ch. Muhammad Moaaz","PKR","53916503","33.652637","F-14","72.933769","+923435368889","https://media.zameen.com/thumbnails/295150450-800x600.webp","https://media.zameen.com/thumbnails/295150451-800x600.webp","https://media.zameen.com/thumbnails/295150452-800x600.webp","https://media.zameen.com/thumbnails/295150453-800x600.webp","https://media.zameen.com/thumbnails/295150454-800x600.webp","https://media.zameen.com/thumbnails/295150455-800x600.webp","https://media.zameen.com/thumbnails/295150456-800x600.webp","https://media.zameen.com/thumbnails/295150457-800x600.webp","https://media.zameen.com/thumbnails/295150458-800x600.webp","https://media.zameen.com/thumbnails/295150459-800x600.webp","https://media.zameen.com/thumbnails/295150460-800x600.webp","https://media.zameen.com/thumbnails/295150461-800x600.webp","https://media.zameen.com/thumbnails/295150462-800x600.webp","https://media.zameen.com/thumbnails/295150463-800x600.webp","https://media.zameen.com/thumbnails/295150464-800x600.webp","https://media.zameen.com/thumbnails/295150465-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23000000","residential plot","sale","zameen.com","Reserve A Residential Plot Now In F-14","https://www.zameen.com/Property/islamabad_f-14_reserve_a_residential_plot_now_in_f-14-53916503-3290-2.html"
"ME-1 Street 58A Corner Plot Extra Land 3 Year Plan Invoice 1800000 Downpayment 30 Lac 75 Thousand Profit Asking 45 Lac","2026-03-16T14:21:34.000Z","https://media.zameen.com/thumbnails/20472593-120x90.webp","Estate Enclave","Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: road  | Other Nearby Places: Rab medical  | Security Staff: Yes","5","marla","0","0","Islamabad","Khawaja Ahsan Arshad","PKR","53863860","33.693918714802","Margalla Avenue, Margalla Enclave","72.919879216277","+923058667608","https://media.zameen.com/thumbnails/294677447-800x600.webp","https://media.zameen.com/thumbnails/294677448-800x600.webp","https://media.zameen.com/thumbnails/294677449-800x600.webp","https://media.zameen.com/thumbnails/294677450-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18000000","residential plot","sale","zameen.com","ME-1 5 Marla Corner Extra Land Plot Available For Sale","https://www.zameen.com/Property/margalla_avenue_margalla_enclave_me-1_5_marla_corner_extra_land_plot_available_for_sale-53863860-21436-2.html"
"This property will prove to be the best investment opportunity for you. Ideally located on Margalla Orchard, this is a rare and golden real estate opportunity. Your search for properties sized 1 Kanal is now over! Go through this listing. The Residential Plot enjoys the ideal location of Margalla Orchard with notable landmarks nearby. Invest Rs. 30000000 and become a proud owner of this lucrative property. Buy your Residential Plot with desired amenities in a highly facilitated area of Margalla Orchard. The salient features of this property are given below. A sewerage system is an important facility and this property has one. Consistent freshwater supply is maintained in the Residential Plot at all times. Electricity is available here, so you won't fall short of necessities. You can rest easy, knowing that a boundary wall is there for your protection. The corner plot is the most attractive location to build your dream home. Immediate possession of the properties is available. The security staff will be available round the clock to ensure that residents can lead a peaceful life. Your dream life may only be a call away, so contact us to book an appointment.","2026-03-16T14:05:02.000Z",,"Executive Estate & Marketing","Possesion: Yes | Corner: Yes | Park Facing: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: yes  | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): ... | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: Yes | Other Facilities: yes","1","kanal","0","0","Islamabad","Ch Mushtaq Ahmed","PKR","53948928","33.657203733531","Margalla Orchard","73.164386261932","+92512360350","https://media.zameen.com/thumbnails/295431693-800x600.webp","https://media.zameen.com/thumbnails/295431694-800x600.webp","https://media.zameen.com/thumbnails/295432204-800x600.webp","https://media.zameen.com/thumbnails/295431696-800x600.webp","https://media.zameen.com/thumbnails/295431697-800x600.webp","https://media.zameen.com/thumbnails/295431698-800x600.webp","https://media.zameen.com/thumbnails/295431699-800x600.webp","https://media.zameen.com/thumbnails/295431700-800x600.webp","https://media.zameen.com/thumbnails/295431701-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32000000","residential plot","sale","zameen.com","Residential Plot Of 1 Kanal Is Available For sale In Margalla Orchard","https://www.zameen.com/Property/islamabad_margalla_orchard_residential_plot_of_1_kanal_is_available_for_sale_in_margalla_orchard-53948928-21948-2.html"
"Park View City Islamabad H Block 5 Marla Possession Able Plot *Solid Land * Near To Commercial Downtown *Ready For Construction","2026-03-16T13:58:51.000Z","https://media.zameen.com/thumbnails/294978593-120x90.webp","Nexus Ideas","Possesion: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Boundary Wall: Yes | Nearby Shopping Malls: near | Other Nearby Places: Downtown dancin","5","marla","0","0","Islamabad","Afra Sayab Abid","PKR","53924840","33.720586","Park View City","73.222006","+923135189590","https://media.zameen.com/thumbnails/295224878-800x600.webp","https://media.zameen.com/thumbnails/295224879-800x600.webp","https://media.zameen.com/thumbnails/295224880-800x600.webp","https://media.zameen.com/thumbnails/295224881-800x600.webp","https://media.zameen.com/thumbnails/295224882-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11000000","residential plot","sale","zameen.com","H Block 5 Marla Possession Able Plot","https://www.zameen.com/Property/islamabad_park_view_city_h_block_5_marla_possession_able_plot-53924840-10933-2.html"
"Sector F-14 in Islamabad is a high-potential residential development project primarily managed by the Federal Government Employees Housing Authority (FGEHA) as part of its Phase VII housing scheme. Key Details and Development Status Location: Situated in the western part of Islamabad (Zone 1), bordering G-13 and G-14, and located near NUST University and the Srinagar Highway. Official Launch: Infrastructure development was formally inaugurated on February 16, 2026, by the Federal Minister for Housing & Works. Development Agency: The contract for construction and infrastructure (roads, sewerage, water supply) has been awarded to the National Logistics Cell (NLC), with work currently in progress on-site. Plot Categories: Available sizes include: 10 Marla (3570) 14 Marla (4080) 1 Kanal (5090). Market and Investment Legal Status: After a period of legal uncertainty, the Supreme Court of Pakistan ruled in favor of FGEHA, allowing development and allotment to proceed. Pricing (Estimated): As of March 2026, residential plots are listed at approximately:","2026-03-16T13:55:55.000Z",,"Executive Estate & Marketing","Possesion: true | Corner: true | Park Facing: true | File: true | Balloted: true | Sewerage: true | Electricity: true | Water Supply: true | Sui Gas: true | Boundary Wall: true | Other Plot Features: yes  | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): .... | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: true | Other Facilities: yes","2450","sqft","0","0","Islamabad","Ch Mushtaq Ahmed","PKR","53948920","33.652637","F-14","72.933769","+92512360350","https://media.zameen.com/thumbnails/295431602-800x600.webp","https://media.zameen.com/thumbnails/295431603-800x600.webp","https://media.zameen.com/thumbnails/295431604-800x600.webp","https://media.zameen.com/thumbnails/295431605-800x600.webp","https://media.zameen.com/thumbnails/295431606-800x600.webp","https://media.zameen.com/thumbnails/295431607-800x600.webp","https://media.zameen.com/thumbnails/295431608-800x600.webp","https://media.zameen.com/thumbnails/295431609-800x600.webp","https://media.zameen.com/thumbnails/295431610-800x600.webp","https://media.zameen.com/thumbnails/295431611-800x600.webp","https://media.zameen.com/thumbnails/295431612-800x600.webp","https://media.zameen.com/thumbnails/295431613-800x600.webp","https://media.zameen.com/thumbnails/295431614-800x600.webp","https://media.zameen.com/thumbnails/295431615-800x600.webp","https://media.zameen.com/thumbnails/295431616-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000000","residential plot","sale","zameen.com","2450 Square Feet Residential Plot Is Available For sale","https://www.zameen.com/Property/islamabad_f-14_2450_square_feet_residential_plot_is_available_for_sale-53948920-3290-2.html"
"Sector F-14 in Islamabad is a high-potential residential development project primarily managed by the Federal Government Employees Housing Authority (FGEHA) as part of its Phase VII housing scheme. Key Details and Development Status Location: Situated in the western part of Islamabad (Zone 1), bordering G-13 and G-14, and located near NUST University and the Srinagar Highway. Official Launch: Infrastructure development was formally inaugurated on February 16, 2026, by the Federal Minister for Housing & Works. Development Agency: The contract for construction and infrastructure (roads, sewerage, water supply) has been awarded to the National Logistics Cell (NLC), with work currently in progress on-site. Plot Categories: Available sizes include: 10 Marla (3570) 14 Marla (4080) 1 Kanal (5090). Market and Investment Legal Status: After a period of legal uncertainty, the Supreme Court of Pakistan ruled in favor of FGEHA, allowing development and allotment to proceed. Pricing (Estimated): As of March 2026, residential plots are listed at approximately:","2026-03-16T13:55:41.000Z",,"Executive Estate & Marketing","Possesion: true | Corner: true | Park Facing: true | File: true | Balloted: true | Sewerage: true | Electricity: true | Water Supply: true | Sui Gas: true | Boundary Wall: true | Other Plot Features: yes  | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): .... | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: true | Other Facilities: yes","3200","sqft","0","0","Islamabad","Ch Mushtaq Ahmed","PKR","53948919","33.652637","F-14","72.933769","+92512360350","https://media.zameen.com/thumbnails/295431590-800x600.webp","https://media.zameen.com/thumbnails/295431591-800x600.webp","https://media.zameen.com/thumbnails/295431592-800x600.webp","https://media.zameen.com/thumbnails/295431593-800x600.webp","https://media.zameen.com/thumbnails/295431594-800x600.webp","https://media.zameen.com/thumbnails/295431595-800x600.webp","https://media.zameen.com/thumbnails/295431596-800x600.webp","https://media.zameen.com/thumbnails/295431597-800x600.webp","https://media.zameen.com/thumbnails/295431598-800x600.webp","https://media.zameen.com/thumbnails/295431599-800x600.webp","https://media.zameen.com/thumbnails/295431600-800x600.webp","https://media.zameen.com/thumbnails/295431601-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16000000","residential plot","sale","zameen.com","3200 Square Feet Residential Plot Ideally Situated In F-14","https://www.zameen.com/Property/islamabad_f-14_3200_square_feet_residential_plot_ideally_situated_in_f-14-53948919-3290-2.html"
"Sector F-14 in Islamabad is a high-potential residential development project primarily managed by the Federal Government Employees Housing Authority (FGEHA) as part of its Phase VII housing scheme. Key Details and Development Status Location: Situated in the western part of Islamabad (Zone 1), bordering G-13 and G-14, and located near NUST University and the Srinagar Highway. Official Launch: Infrastructure development was formally inaugurated on February 16, 2026, by the Federal Minister for Housing & Works. Development Agency: The contract for construction and infrastructure (roads, sewerage, water supply) has been awarded to the National Logistics Cell (NLC), with work currently in progress on-site. Plot Categories: Available sizes include: 10 Marla (3570) 14 Marla (4080) 1 Kanal (5090). Market and Investment Legal Status: After a period of legal uncertainty, the Supreme Court of Pakistan ruled in favor of FGEHA, allowing development and allotment to proceed. Pricing (Estimated): As of March 2026, residential plots are listed at approximately:","2026-03-16T13:55:37.000Z",,"Executive Estate & Marketing","Possesion: true | Corner: true | Park Facing: true | File: true | Balloted: true | Sewerage: true | Electricity: true | Water Supply: true | Sui Gas: true | Boundary Wall: true | Other Plot Features: yes  | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): .... | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: true | Other Facilities: yes","1","kanal","0","0","Islamabad","Ch Mushtaq Ahmed","PKR","53948918","33.652637","F-14","72.933769","+92512360350","https://media.zameen.com/thumbnails/295431575-800x600.webp","https://media.zameen.com/thumbnails/295431576-800x600.webp","https://media.zameen.com/thumbnails/295431577-800x600.webp","https://media.zameen.com/thumbnails/295431578-800x600.webp","https://media.zameen.com/thumbnails/295431579-800x600.webp","https://media.zameen.com/thumbnails/295431580-800x600.webp","https://media.zameen.com/thumbnails/295431581-800x600.webp","https://media.zameen.com/thumbnails/295431582-800x600.webp","https://media.zameen.com/thumbnails/295431583-800x600.webp","https://media.zameen.com/thumbnails/295431584-800x600.webp","https://media.zameen.com/thumbnails/295431585-800x600.webp","https://media.zameen.com/thumbnails/295431586-800x600.webp","https://media.zameen.com/thumbnails/295431587-800x600.webp","https://media.zameen.com/thumbnails/295431588-800x600.webp","https://media.zameen.com/thumbnails/295431589-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22500000","residential plot","sale","zameen.com","Spacious 4500 Square Feet Residential Plot Available For sale In F-14","https://www.zameen.com/Property/islamabad_f-14_spacious_4500_square_feet_residential_plot_available_for_sale_in_f-14-53948918-3290-2.html"
